"sigma_M","gamma","mu_EI","b_3","sigma_P","rho","b_1","b_2","mu_H","N_0","E_0","I_0","R_0","C_0","r","g","epsilon","LL","seed"
1e-04,0.142857142857143,0.1,-3.02450769971664,0.79691359375,0.0213182417052196,0.227344755157232,-2.26531255690477,3.68000000000001e-05,5301405,285937.863344509,126564.571450723,0,0,0,0,0,-245.558131291593,209904751
1e-04,0.142857142857143,0.1,-2.86375293908535,0.79691359375,0.0241225744133898,-0.0935742555238297,-2.31857264243625,3.68e-05,5301405,285937.810894954,126562.750000457,0,0,0,0,0,-232.95552220868,209527578
1e-04,0.142857142857143,0.1,-2.75927144619608,0.79691359375,0.0270325615292093,-0.367544167382752,-2.49591096696066,3.68000000000001e-05,5301405,285937.052425432,126563.789453374,0,0,0,0,0,-237.711183615778,70039999
1e-04,0.142857142857143,0.1,-3.26744280068071,0.79691359375,0.00605801202781516,0.686967395138312,-1.60593872350146,3.67999999999999e-05,5301405,285938.307181611,126561.16946227,0,0,0,0,0,-703.171555299437,799530487
1e-04,0.142857142857143,0.1,3.49489110432134,0.04705609375,0.0396992336251868,3.00083578800215,-6.59057385602457,3.67999999999999e-05,5301405,210938.175373543,201562.846744796,0,0,0,0,0,-947.874622602085,757003974
1e-04,0.142857142857143,0.1,0.274791509759484,0.04705609375,0.100695312896948,1.8018222302596,-6.01766227429882,3.67999999999999e-05,5301405,210938.733156503,201560.983743463,0,0,0,0,0,-914.958107818235,507333510
1e-04,0.142857142857143,0.1,0.55257230477519,0.04705609375,0.114637190907579,1.36601897280749,-6.27359437686944,3.67999999999999e-05,5301405,210938.93424371,201563.646915981,0,0,0,0,0,-914.985750482615,716625444
1e-04,0.142857142857143,0.1,3.25843587411406,0.04705609375,0.0392318995705327,2.7308001987627,-6.42445800719806,3.67999999999999e-05,5301405,210938.337992986,201563.979068459,0,0,0,0,0,-947.848232928136,426559394
1e-04,0.142857142857143,0.1,3.72829778360765,0.04705609375,0.0417092742367295,2.95869122224207,-6.74678175076644,3.67999999999999e-05,5301405,210939.110624052,201563.555119659,0,0,0,0,0,-947.855669325393,237636993
1e-04,0.142857142857143,0.1,-10.2338736272307,0.54696109375,0.743245028942104,-3.0346481689641,-2.44839302616303,3.67999999999999e-05,5301405,60937.4833060014,51564.4247687085,0,0,0,0,0,-984.845655045323,173806759
1e-04,0.142857142857143,0.1,-10.9184294586379,0.54696109375,0.757515467181838,-2.76305694705231,-2.29587009939847,3.67999999999999e-05,5301405,60939.0989111537,51563.640610256,0,0,0,0,0,-984.831841965888,272296881
1e-04,0.142857142857143,0.1,-10.08520332176,0.54696109375,0.497302387256732,-3.01741753299018,-1.62980526659918,3.67999999999999e-05,5301405,60937.9566814796,51563.6572123579,0,0,0,0,0,-985.17647773163,406518677
1e-04,0.142857142857143,0.1,-10.8298556019322,0.54696109375,0.572124770451656,-3.74268629086279,-1.49155709413234,3.67999999999999e-05,5301405,60938.6731601676,51562.5200402834,0,0,0,0,0,-985.084744080385,466953204
1e-04,0.142857142857143,0.1,-11.4328839841131,0.54696109375,0.675463164578451,-2.74986392934697,-1.81376427627483,3.67999999999999e-05,5301405,60937.3865061483,51565.0580084726,0,0,0,0,0,-984.956076142556,377562439
1e-04,0.142857142857143,0.1,-0.873421658704547,0.42198484375,0.0985821608820114,-0.36105420567379,6.17711264443444,3.67999999999999e-05,5301405,173436.955254472,164063.183407114,0,0,0,0,0,-912.401935227302,762975677
1e-04,0.142857142857143,0.1,-1.61609556742687,0.42198484375,0.0931583261343972,-0.657637360360575,5.86494480419464,3.67999999999999e-05,5301405,173437.500838776,164063.665644384,0,0,0,0,0,-983.41172022935,865464368
1e-04,0.142857142857143,0.1,-0.521861227957999,0.42198484375,0.0909358258518893,-1.21825459242441,6.21448006266583,3.67999999999999e-05,5301405,173439.184818097,164061.323441344,0,0,0,0,0,-905.037432826664,324999506
1e-04,0.142857142857143,0.1,-0.385319428344208,0.42198484375,0.0902281896569106,-0.477276594444602,5.39406393212279,3.67999999999999e-05,5301405,173440.18121092,164061.910378105,0,0,0,0,0,-972.183487125025,583154131
1e-04,0.142857142857143,0.1,0.0981986166449223,0.42198484375,0.0884671236163895,-1.66411541120384,5.462015834063,3.67999999999999e-05,5301405,173436.808484894,164063.222127947,0,0,0,0,0,-864.914222950247,91213578
1e-04,0.142857142857143,0.1,-13.8228249253065,0.92188984375,0.172083447055456,3.5646269589721,-2.035247791049,3.67999999999999e-05,5301405,23439.5240242361,14063.4458870774,0,0,0,0,0,-985.269402712459,731947595
1e-04,0.142857142857143,0.1,-12.9939668346586,0.92188984375,0.128192768959817,4.13737963497899,-1.31954792559017,3.67999999999999e-05,5301405,23436.7868597659,14061.631216322,0,0,0,0,0,-935.638909023628,950533975
1e-04,0.142857142857143,0.1,-12.0978481890513,0.92188984375,0.15042507939639,3.90345185382073,-1.91345827487874,3.67999999999999e-05,5301405,23437.5410762926,14064.4808878507,0,0,0,0,0,-961.317415932814,936560754
1e-04,0.142857142857143,0.1,-12.8400528105081,0.92188984375,0.170974375534693,2.688695554001,-2.23166394297514,3.67999999999999e-05,5301405,23439.1619322363,14065.7696127923,0,0,0,0,0,-932.297186393505,351836597
1e-04,0.142857142857143,0.1,-12.5018998972172,0.92188984375,0.147797400894463,2.61593393060096,-1.6868118713384,3.68e-05,5301405,23438.7387853154,14065.7871658505,0,0,0,0,0,-926.170059769091,67754885
1e-04,0.142857142857143,0.1,-6.22496732938102,0.17203234375,0.035511704520957,2.87737629755113,-4.6583294911362,3.67999999999999e-05,5301405,98436.8086643131,239064.786521728,0,0,0,0,0,-924.206125391128,850420443
1e-04,0.142857142857143,0.1,-7.16085057840805,0.17203234375,0.0391261025973456,3.21192518314032,-4.8700578038852,3.67999999999999e-05,5301405,98439.3300873141,239062.864541244,0,0,0,0,0,-925.677873994657,862338558
1e-04,0.142857142857143,0.1,-5.93265085363692,0.17203234375,0.0351138192338272,2.82486544740678,-4.66446382116244,3.67999999999999e-05,5301405,98438.7497194707,239060.803924053,0,0,0,0,0,-923.912325720685,13958248
1e-04,0.142857142857143,0.1,-6.50316855325621,0.17203234375,0.101316965631362,2.6946191087892,-4.85113787407228,3.68e-05,5301405,98439.707622203,239062.085067853,0,0,0,0,0,-874.628136590988,672637611
1e-04,0.142857142857143,0.1,-3.60331142835766,0.17203234375,0.0172025928160242,1.66232897183189,-3.27013644450577,3.67999999999999e-05,5301405,98437.8932804041,239060.854094994,0,0,0,0,0,-904.411743079129,124598930
1e-04,0.142857142857143,0.1,4.42225841643547,0.67193734375,0.00466931451896161,5.56390141298203,4.47323034238095,3.68e-05,5301405,248438.239093967,89063.9639385203,0,0,0,0,0,-572.356916736558,77015501
1e-04,0.142857142857143,0.1,4.42788648207201,0.67193734375,0.00476124850823575,5.55511880440315,4.36723561491838,3.68e-05,5301405,248439.012584914,89063.0265271768,0,0,0,0,0,-572.228593327255,521296726
1e-04,0.142857142857143,0.1,4.4182755444103,0.67193734375,0.00475804216145687,5.62123285968998,4.45395744145933,3.68e-05,5301405,248438.272457095,89063.4451150715,0,0,0,0,0,-572.192076948113,215102624
1e-04,0.142857142857143,0.1,4.45816134294249,0.67193734375,0.00476055510824401,5.54429932497984,4.3611830388349,3.68e-05,5301405,248438.983567291,89062.0351998643,0,0,0,0,0,-572.185574699383,756213427
1e-04,0.142857142857143,0.1,4.39384267921726,0.67193734375,0.00479295321404165,5.61105130730879,4.38863833752745,3.67999999999999e-05,5301405,248438.60953889,89063.5071698895,0,0,0,0,0,-572.163403050047,807643135
1e-04,0.142857142857143,0.1,-4.93439597882984,0.804724609375,0.174617721924276,5.8666185443782,-4.78717455727273,3.67999999999999e-05,5301405,110155.731783326,203906.984083599,0,0,0,0,0,-950.861793407966,513723758
1e-04,0.142857142857143,0.1,-5.02271688465954,0.804724609375,0.174314709169529,6.08210518754024,-4.79511680781696,3.67999999999999e-05,5301405,110155.933808081,203907.399502022,0,0,0,0,0,-950.897160023084,666082740
1e-04,0.142857142857143,0.1,-6.05800859585321,0.804724609375,0.0571905190953214,7.68230272413354,-3.39837578976617,3.67999999999999e-05,5301405,110156.803865512,203907.011684146,0,0,0,0,0,-919.394980128645,130114762
1e-04,0.142857142857143,0.1,-5.88960184599273,0.804724609375,0.0516054012728116,7.26916205523076,-3.2925783079765,3.67999999999999e-05,5301405,110156.601784817,203906.522124946,0,0,0,0,0,-919.379110964691,699506038
1e-04,0.142857142857143,0.1,-5.95510197285155,0.804724609375,0.0541447760011564,7.4353476514386,-3.33120708019244,3.67999999999999e-05,5301405,110156.245707583,203906.187647787,0,0,0,0,0,-919.40276293618,685418122
1e-04,0.142857142857143,0.1,5.24946477094343,0.304819609375,0.0292568562395425,2.24208521777769,3.73950131858209,3.68e-05,5301405,260154.514155901,53905.6377584505,0,0,0,0,0,-661.721303480802,19738438
1e-04,0.142857142857143,0.1,4.93189512172677,0.304819609375,0.0778741305353021,1.76436039294787,4.83148388560122,3.68e-05,5301405,260157.577648489,53905.4372757646,0,0,0,0,0,-632.890225490007,1063198184
0.000100000000001129,0.142857142856162,0.0999999999964599,4.97486530762375,0.304819609388617,0.0262099333061376,2.37737181281512,3.62301998149637,3.67999999986465e-05,5301405,260154.808589864,53906.3641458661,0,0,0,0,0,-646.641677214719,508371694
1e-04,0.142857142857143,0.1,4.85131087528711,0.304819609375,0.0778006939577898,2.40703493838918,3.09963693977025,3.68e-05,5301405,260155.740552405,53908.3182141923,0,0,0,0,0,-632.48492248906,204534645
1e-04,0.142857142857143,0.1,4.99111035707004,0.304819609375,0.0801560121684383,2.54820983889684,3.08060911147277,3.68e-05,5301405,260155.601481165,53905.3776166359,0,0,0,0,0,-629.68558205734,578137487
1e-04,0.142857142857143,0.1,-0.189498276888761,0.554772109375,0.0148540799541769,4.78687848343246,2.56331938952512,3.68e-05,5301405,185156.40547062,278905.976636515,0,0,0,0,0,-896.286690783736,386455009
1e-04,0.142857142857143,0.1,1.6920319298832,0.554772109375,0.0136754755664076,5.00947215267112,2.99172736989502,3.68e-05,5301405,185158.030760635,278908.822934778,0,0,0,0,0,-722.097850480513,870947699
1e-04,0.142857142857143,0.1,0.973448073221143,0.554772109375,0.0152843559612416,5.44684580003987,3.39389892645913,3.68e-05,5301405,185155.66007867,278906.567853615,0,0,0,0,0,-701.961768494059,39909287
1e-04,0.142857142857143,0.1,0.16870765869083,0.554772109375,0.0137568951054625,5.30727159002016,2.23396747434173,3.68e-05,5301405,185156.55604172,278907.163314678,0,0,0,0,0,-855.806905890909,806032654
1e-04,0.142857142857143,0.1,1.40765080086321,0.554772109375,0.0140231979596624,5.16307084614109,3.29090595960258,3.68e-05,5301405,185156.214119497,278908.110625828,0,0,0,0,0,-704.876941153144,1028535135
1e-04,0.142857142857143,0.1,-13.2367387121364,0.054867109375,0.140915689698061,-1.85140769605581,-5.87650130728678,3.67999999999999e-05,5301405,35156.8748861199,128906.890733346,0,0,0,0,0,-983.791162074705,66895304
1e-04,0.142857142857143,0.1,-13.438376470233,0.054867109375,0.141941629397648,-1.70175604730463,-6.1453876962247,3.67999999999999e-05,5301405,35156.6701612008,128906.573797875,0,0,0,0,0,-983.783608188062,807799237
1e-04,0.142857142857143,0.1,-13.0899539313044,0.054867109375,0.141615222562413,-1.65108860049921,-6.19434130692208,3.67999999999999e-05,5301405,35157.1098766678,128906.565578484,0,0,0,0,0,-983.796558032639,877610341
1e-04,0.142857142857143,0.1,-13.4390751079125,0.054867109375,0.142107690209821,-1.80327900165544,-6.20904507650144,3.67999999999999e-05,5301405,35157.4373609701,128906.823987551,0,0,0,0,0,-983.789947544595,403163895
1e-04,0.142857142857143,0.1,-13.3450638470393,0.054867109375,0.142079822238757,-1.70877915484337,-6.22968526831727,3.67999999999999e-05,5301405,35157.2494362065,128906.771526477,0,0,0,0,0,-983.786045520228,258480772
1e-04,0.142857142857143,0.1,2.46696083323966,0.929700859375,0.00253377509082103,-0.539560718883226,-3.18359963722481,3.67999999999999e-05,5301405,222656.740396302,241406.983931994,0,0,0,0,0,-907.181169946507,588699545
1e-04,0.142857142857143,0.1,1.81454537887706,0.929700859375,0.00215253977704704,-0.2952869502104,-2.47174508407389,3.67999999999999e-05,5301405,222654.234489643,241406.919169552,0,0,0,0,0,-823.448681648091,211002004
1e-04,0.142857142857143,0.1,2.83486078541995,0.929700859375,0.00213568019588501,0.442958900568499,-3.22699878796097,3.67999999999999e-05,5301405,222655.636198485,241406.740702579,0,0,0,0,0,-828.89221105269,42617534
1e-04,0.142857142857143,0.1,4.22941658891851,0.929700859375,0.00678246363170169,1.43954802036073,-4.84989161796222,3.67999999999999e-05,5301405,222656.689299034,241406.426106657,0,0,0,0,0,-902.841232564193,468973949
1e-04,0.142857142857143,0.1,2.24565390588265,0.929700859375,0.00212969277586599,-0.201276757061267,-2.60912789692953,3.67999999999999e-05,5301405,222654.485356423,241409.348083098,0,0,0,0,0,-825.345458981437,422324317
1e-04,0.142857142857143,0.1,-9.32665390515476,0.429795859375,0.064243887610854,3.76060568755371,1.28163274421988,3.67999999999999e-05,5301405,72657.2901435862,91406.3781899041,0,0,0,0,0,-923.531988331685,89209121
1e-04,0.142857142857143,0.1,-9.1391056136822,0.429795859375,0.0597677001716272,3.58746478084239,1.25430238270487,3.67999999999999e-05,5301405,72655.5152828684,91405.254468204,0,0,0,0,0,-923.444103831933,389887491
1e-04,0.142857142857143,0.1,-9.08405319262886,0.429795859375,0.0597324242381332,3.63082044354221,1.20548942538949,3.67999999999999e-05,5301405,72655.9412345233,91406.3880576876,0,0,0,0,0,-923.415443889804,735290404
1e-04,0.142857142857143,0.1,-9.30043077980948,0.429795859375,0.0628121457388227,3.77248033171488,1.28056963550292,3.67999999999999e-05,5301405,72657.6779736234,91407.0434807158,0,0,0,0,0,-923.579175153114,128449426
1e-04,0.142857142857143,0.1,-8.97441982228283,0.429795859375,0.0560206846786076,3.51798202020803,1.15158803793151,3.67999999999999e-05,5301405,72658.1029024666,91409.0175461141,0,0,0,0,0,-923.216995961174,857784199
1e-04,0.142857142857143,0.1,-16.447611483769,0.679748359375,0.216731037605639,2.05385006324175,-0.590802335751687,3.68e-05,5301405,147658.699680913,166407.07059174,0,0,0,0,0,-928.816585818727,531276721
1e-04,0.142857142857143,0.1,-14.8653933952826,0.679748359375,0.299917250034974,2.18008332481926,-1.977281662896,3.68e-05,5301405,147657.542364788,166407.457879663,0,0,0,0,0,-881.413960387019,884457899
1e-04,0.142857142857143,0.1,-16.4671774865449,0.679748359375,0.187407939479128,2.42125233561993,-0.164225377988591,3.67999999999999e-05,5301405,147656.915573044,166404.959089372,0,0,0,0,0,-821.641778618629,462303571
1e-04,0.142857142857143,0.1,-15.7333672048766,0.679748359375,0.223278821880521,2.43208010737814,-0.748976191496956,3.67999999999999e-05,5301405,147655.800963333,166407.40809904,0,0,0,0,0,-841.373386467912,533770741
1e-04,0.142857142857143,0.1,-15.46040946581,0.679748359375,0.11553566528034,2.27460090059332,-0.11730205770835,3.67999999999999e-05,5301405,147656.514995334,166406.1305092,0,0,0,0,0,-871.211688411181,598462708
1e-04,0.142857142857143,0.1,-4.57606628439527,0.179843359375,0.0519077104064637,6.32634848649754,-5.85434797798615,3.67999999999999e-05,5301405,297655.696120497,16406.4316065869,0,0,0,0,0,-949.776686256454,11453243
1e-04,0.142857142857143,0.1,-4.77271579220425,0.179843359375,0.0540910008306205,6.57363121482673,-5.628141431324,3.67999999999999e-05,5301405,297656.156343734,16406.1251259324,0,0,0,0,0,-949.7442328272,734300237
1e-04,0.142857142857143,0.1,-4.40459407865572,0.179843359375,0.0462920872633645,5.91756310688339,-5.68094903784874,3.67999999999999e-05,5301405,297655.761967021,16407.0573087649,0,0,0,0,0,-949.700161142007,717096018
1e-04,0.142857142857143,0.1,-4.61671707160482,0.179843359375,0.0554217437897193,6.5442218373836,-6.1283580620253,3.67999999999999e-05,5301405,297656.979699405,16407.0215847269,0,0,0,0,0,-949.844905356868,689256763
1e-04,0.142857142857143,0.1,-4.68279976455004,0.179843359375,0.0507130202943535,6.33125810430062,-5.49362851590915,3.67999999999999e-05,5301405,297656.752454693,16405.9626573046,0,0,0,0,0,-949.688976498544,892320780
0.0345793103448276,0.142857142857143,0.1,-4.4089067405339,0.57820515625,0.0167611304311667,5.01308759932522,-1.74690850220491,3.67999999999999e-05,5301405,14065.6712280134,60938.4512201343,0,0,0,0,0,-853.800253699957,452232785
0.0345793103448276,0.142857142857143,0.1,-4.21369236926883,0.57820515625,0.0491294018426903,4.38177636126532,-2.22595803977089,3.67999999999999e-05,5301405,14065.5755014158,60935.6090560571,0,0,0,0,0,-829.209038971104,594433870
0.0345793103448276,0.142857142857143,0.1,-4.67053163716867,0.57820515625,0.0438197901298272,5.05074893351598,-1.95339751002503,3.67999999999999e-05,5301405,14065.0098661316,60938.7885649904,0,0,0,0,0,-836.425224550126,893276997
0.0345793103448276,0.142857142857143,0.1,-5.50992050618413,0.57820515625,0.0375984350420113,6.0791380532903,-2.05547228603386,3.67999999999999e-05,5301405,14063.8368886541,60938.1703367923,0,0,0,0,0,-898.639293001768,326305402
0.0345793103448276,0.142857142857143,0.1,-4.37316135620071,0.57820515625,0.016910377825018,4.63025531587488,-1.71128010769181,3.67999999999999e-05,5301405,14064.0265034623,60938.5982920699,0,0,0,0,0,-853.292883714656,108278918
0.0345793103448276,0.142857142857143,0.1,-15.0952025259531,0.07830015625,0.182665852975644,-1.57515628334825,1.99141768267577,3.67999999999999e-05,5301405,164063.187173454,210939.832342524,0,0,0,0,0,-971.032619154731,733069214
0.0345793103448276,0.142857142857143,0.1,-14.6346846144079,0.07830015625,0.083796614732793,-1.89573351117822,2.5121697217175,3.67999999999999e-05,5301405,164063.207998742,210936.439196392,0,0,0,0,0,-961.323776342316,622179168
0.0345793103448276,0.142857142857143,0.1,-14.9647361106138,0.07830015625,0.19602840944257,0.248293363499788,1.40203730704681,3.67999999999999e-05,5301405,164061.842603727,210937.620748767,0,0,0,0,0,-782.975972137312,723323646
0.0345793103448276,0.142857142857143,0.1,-15.9509355728872,0.07830015625,0.0814384950000311,-1.25670208712308,2.93955623576479,3.68e-05,5301405,164061.47395198,210937.72889163,0,0,0,0,0,-895.196419098302,658916093
0.0345793103448276,0.142857142857143,0.1,-15.7032641796883,0.07830015625,0.140822568848489,-1.64051412905546,2.43525872018985,3.67999999999999e-05,5301405,164061.726814039,210935.311852126,0,0,0,0,0,-939.696958487215,452876840
0.0345793103448276,0.142857142857143,0.1,-7.66239599599219,0.82815765625,0.00956119604262366,6.98543911042338,-2.47782006722559,3.67999999999999e-05,5301405,239064.144853908,135937.279681131,0,0,0,0,0,-920.360848686619,15839765
0.0345793103448276,0.142857142857143,0.1,-8.23090807112489,0.82815765625,0.178948667515398,6.93888761913139,-4.55014653895967,3.67999999999999e-05,5301405,239062.783921377,135938.104740798,0,0,0,0,0,-922.288045654447,57078650
