"sigma_M","gamma","mu_EI","b_3","sigma_P","rho","b_1","b_2","mu_H","N_0","E_0","I_0","R_0","C_0","r","g","epsilon","LL","seed"
0.517289655172414,0.142857142857143,0.1,8.29000531623116,0.95313390625,0.0447003185504348,2.64952565903383,3.8313848537124,3.68e-05,5301405,51562.8383942344,23436.9693163615,0,0,0,0,0,-354.957805976773,508888085
0.517289655172414,0.142857142857143,0.1,-3.70157012167169,0.45322890625,0.784337153573409,0.134683597142178,-3.27192558216923,3.68e-05,5301405,201563.803814468,173437.875029481,0,0,0,0,0,-200.407361250813,398811494
0.517289655172414,0.142857142857143,0.1,-3.66226001944946,0.45322890625,0.854330751946936,0.272546112652671,-3.45336891434735,3.68e-05,5301405,201560.513656795,173438.886200763,0,0,0,0,0,-201.613565003598,184912329
0.517289655172414,0.142857142857143,0.1,-3.28071952461527,0.45322890625,0.315157864538376,-0.101985370888613,-3.18395717029832,3.68e-05,5301405,201562.981062662,173436.653793665,0,0,0,0,0,-190.316105181121,124011258
0.517289655172414,0.142857142857143,0.1,-3.49547564294531,0.45322890625,0.366406757210055,0.139354567880809,-3.28211102158231,3.67999999999999e-05,5301405,201564.250783604,173438.485238873,0,0,0,0,0,-192.648660794671,374837266
0.517289655172414,0.142857142857143,0.1,-3.49171348715606,0.45322890625,0.521284597025913,0.00663762295347635,-3.21811194791011,3.68e-05,5301405,201562.878592981,173438.692051164,0,0,0,0,0,-195.982060660448,196015176
0.517289655172414,0.142857142857143,0.1,-0.372379415233137,0.14078828125,0.0758894379452546,5.18279901030359,-1.41923636026949,3.68e-05,5301405,32813.9073609888,154689.807218754,0,0,0,0,0,-492.363515247008,252713773
0.517289655172414,0.142857142857143,0.1,1.94142923024931,0.14078828125,0.242562888636774,5.96949331750371,-1.65365670149003,3.67999999999999e-05,5301405,32812.6539245328,154686.061442773,0,0,0,0,0,-495.980019630843,333189485
0.517289655172414,0.142857142857143,0.1,-0.282674698794432,0.14078828125,0.244098639943683,5.03410681782504,-1.36449634291725,3.68e-05,5301405,32813.343989415,154686.209746129,0,0,0,0,0,-433.692251246381,113074303
0.517289655172414,0.142857142857143,0.1,0.253228225277027,0.14078828125,0.164263374132776,5.28025248021837,-1.62686983344379,3.68000000000001e-05,5301405,32812.5485942912,154687.842435584,0,0,0,0,0,-467.903687042557,331408798
0.517289655172414,0.142857142857143,0.1,-1.08693488808,0.14078828125,0.393946793386942,4.74907065100898,-0.965813201690362,3.68e-05,5301405,32812.7109420254,154687.008585625,0,0,0,0,0,-398.245250787125,305996477
0.517289655172414,0.142857142857143,0.1,-9.89270804653013,0.64069328125,0.394636868338649,-2.52180449746727,1.94501359737213,3.68e-05,5301405,182813.349698467,4687.98675000678,0,0,0,0,0,-508.212078403995,335029089
0.517289655172414,0.142857142857143,0.1,-10.7617554259642,0.64069328125,0.293569551463701,-2.16860921820298,2.56786276603343,3.68e-05,5301405,182814.14752835,4687.6194794309,0,0,0,0,0,-553.082723274584,94325485
0.517289655172414,0.142857142857143,0.1,-9.52398046648394,0.64069328125,0.157669595856866,-0.315527482656547,2.51195789674821,3.68e-05,5301405,182812.682918281,4688.20500374975,0,0,0,0,0,-672.409857158676,675318155
0.517289655172414,0.142857142857143,0.1,-9.91553161942329,0.64069328125,0.233711278006341,-0.0158215305230738,2.09163361488419,3.68e-05,5301405,182813.018085285,4688.89238284271,0,0,0,0,0,-682.792302698532,804946387
0.517289655172414,0.142857142857143,0.1,-9.92101957414794,0.64069328125,0.208591228825699,-0.295078718659831,2.54120576064662,3.68e-05,5301405,182813.35047605,4690.12766924739,0,0,0,0,0,-514.630167394659,987534123
0.517289655172414,0.142857142857143,0.1,-15.2059687940388,0.39074078125,0.667695807727391,4.60918291665817,2.35829443746358,3.68e-05,5301405,257811.281325438,229688.317117286,0,0,0,0,0,-764.296279107278,947051738
0.517289655172414,0.142857142857143,0.1,-15.3478630074111,0.39074078125,0.68379823872646,6.22710175873705,1.41519609666873,3.68e-05,5301405,257812.923922876,229688.205110378,0,0,0,0,0,-762.748324600164,377690740
0.517289655172414,0.142857142857143,0.1,-15.3141797075409,0.39074078125,0.665438171299743,6.6681875547545,1.72240061590252,3.68000000000001e-05,5301405,257813.596382611,229687.131058919,0,0,0,0,0,-751.601925401634,350045250
0.517289655172414,0.142857142857143,0.1,-16.0638058060423,0.39074078125,0.801926976981727,4.5640896768349,1.98933311453043,3.68e-05,5301405,257811.178402115,229688.408660774,0,0,0,0,0,-755.109106384322,850400940
0.517289655172414,0.142857142857143,0.1,-14.9247195375423,0.39074078125,0.683360613742849,7.43795370304355,1.48528983891572,3.68e-05,5301405,257810.65201989,229687.15425031,0,0,0,0,0,-756.556492175352,620427953
0.517289655172414,0.142857142857143,0.1,-2.91342927371132,0.89064578125,0.0491808976828439,-0.416834119665323,-2.76555256957288,3.68e-05,5301405,107812.996531031,79689.4148061778,0,0,0,0,0,-168.557988862142,1030603169
0.517289655172414,0.142857142857143,0.1,-2.83337151948038,0.89064578125,0.0327339090931353,-0.460981128289136,-2.57664058156966,3.68e-05,5301405,107813.730714463,79688.0360472698,0,0,0,0,0,-167.765023864103,116050876
0.517289655172414,0.142857142857143,0.1,-3.06900438907681,0.89064578125,0.173893875094165,-0.350563991906961,-3.09351313004873,3.68e-05,5301405,107811.290222965,79688.279535426,0,0,0,0,0,-174.762842932174,266630614
0.517289655172414,0.142857142857143,0.1,-2.93022683993266,0.89064578125,0.0658435872978133,-0.431547390578744,-2.87421826780851,3.68e-05,5301405,107814.891624854,79687.095364514,0,0,0,0,0,-169.658155606302,296042935
0.517289655172414,0.142857142857143,0.1,-3.17552544851775,0.89064578125,0.283666122509785,-0.251132746767047,-3.20321810050727,3.67999999999999e-05,5301405,107813.315013571,79689.1578318926,0,0,0,0,0,-178.381766016261,305197640
0.517289655172414,0.142857142857143,0.1,-3.60069752290045,0.01581203125,0.564459517709468,0.191604387100865,-3.15753611328638,3.68e-05,5301405,295311.415083536,267188.543232273,0,0,0,0,0,-205.549930890437,658740441
0.517289655172414,0.142857142857143,0.1,-2.91812817859015,0.01581203125,0.0476610318132057,-0.204844284557156,-2.62849503714369,3.68e-05,5301405,295313.787766066,267188.649655883,0,0,0,0,0,-178.880212050057,1024938602
0.517289655172414,0.142857142857143,0.1,-2.94370544093266,0.01581203125,0.0504133139196622,-0.180105695232052,-2.66220361688862,3.68e-05,5301405,295310.862829397,267187.151201632,0,0,0,0,0,-178.842698556128,689845614
0.517289655172414,0.142857142857143,0.1,-3.2903882417207,0.01581203125,0.22062187131156,0.00445309724197592,-3.06695431807707,3.67999999999999e-05,5301405,295312.571911469,267188.266415404,0,0,0,0,0,-194.704772578545,776563298
0.517289655172414,0.142857142857143,0.1,-2.95730352985769,0.01581203125,0.0600179168131248,-0.15712286288177,-2.74960803839853,3.68e-05,5301405,295310.896944715,267183.990158986,0,0,0,0,0,-179.700365788948,44308600
0.517289655172414,0.142857142857143,0.1,2.26198852961152,0.51571703125,0.484689396475005,4.63458588231211,3.22412771313071,3.68e-05,5301405,145312.99107255,117189.608048616,0,0,0,0,0,-282.29585912731,351954474
0.517289655172414,0.142857142857143,0.1,0.945024768826275,0.51571703125,0.380437319387149,5.58401097964386,6.43663078845202,3.68e-05,5301405,145313.617432203,117187.983434354,0,0,0,0,0,-298.325415026223,927870453
0.517289655172414,0.142857142857143,0.1,0.913451600606565,0.51571703125,0.383124495503769,5.61403332883845,6.53143605666089,3.68e-05,5301405,145312.474102641,117187.856635313,0,0,0,0,0,-298.347881443235,587872441
0.517289655172414,0.142857142857143,0.1,2.09951932944367,0.51571703125,0.508570179395367,4.58935432218782,3.41537432326424,3.68e-05,5301405,145313.117962052,117188.374582671,0,0,0,0,0,-283.437133486842,265580830
0.517289655172414,0.142857142857143,0.1,2.11495844122147,0.51571703125,0.453789689123086,4.57896383597848,3.18900496685283,3.67999999999999e-05,5301405,145313.064868595,117187.203908323,0,0,0,0,0,-281.724104924596,462251291
0.517289655172414,0.142857142857143,0.1,-2.16280410522271,0.26576453125,0.0788862982765385,0.114846157564794,-0.708980211457513,3.68000000000001e-05,5301405,70314.3533846023,192188.89487422,0,0,0,0,0,-609.24773753712,122909783
0.517289655172414,0.142857142857143,0.1,-2.35196826872503,0.26576453125,0.113745608843065,0.0103316922313722,-0.541910606724361,3.67999999999999e-05,5301405,70313.7133197698,192186.601553517,0,0,0,0,0,-636.67449750376,207620526
0.517289655172414,0.142857142857143,0.1,-2.37644808174705,0.26576453125,0.100995215850737,0.256845468779814,-0.470067454973293,3.68e-05,5301405,70315.4232242304,192186.290203206,0,0,0,0,0,-629.748980829624,861726453
0.517289655172414,0.142857142857143,0.1,-2.73708989640295,0.26576453125,0.127190683713396,-0.76525534386433,-0.410488534044072,3.68e-05,5301405,70312.9455493202,192188.251129594,0,0,0,0,0,-636.148134373004,659892730
0.517289655172414,0.142857142857143,0.1,-1.88808966760607,0.26576453125,0.168332953103843,1.95497326923554,-0.814476717303728,3.68e-05,5301405,70314.9115875675,192189.159038814,0,0,0,0,0,-449.110547766813,668172034
0.517289655172414,0.142857142857143,0.1,-12.3911950417575,0.76566953125,0.552712115789083,4.19691280420274,-5.19447242785614,3.68e-05,5301405,220313.926915793,42187.8683405578,0,0,0,0,0,-518.126763802066,610960531
0.517289655172414,0.142857142857143,0.1,-13.248359732194,0.76566953125,0.569450266879472,4.1091209134481,-4.65444951775762,3.68e-05,5301405,220312.741494046,42189.9821012764,0,0,0,0,0,-512.972093270367,187281108
0.517289655172414,0.142857142857143,0.1,-13.5187942599048,0.76566953125,0.622649703465047,4.79340869985945,-5.4492544079139,3.68e-05,5301405,220311.216254771,42187.9078431075,0,0,0,0,0,-506.558704601872,251335759
0.517289655172414,0.142857142857143,0.1,-13.2744390323915,0.76566953125,0.531018024878235,3.97478043634246,-4.13275848970244,3.68e-05,5301405,220314.318523893,42191.7380769485,0,0,0,0,0,-495.359806825646,376876862
0.517289655172414,0.142857142857143,0.1,-13.2926568591062,0.76566953125,0.695270548008041,4.6307921339827,-4.52016449393872,3.68000000000001e-05,5301405,220311.961496581,42189.0806020003,0,0,0,0,0,-500.138223357281,996471461
0.517289655172414,0.142857142857143,0.1,-8.90710782656762,0.98437796875,0.193981063478191,6.06138326865727,0.864992219832885,3.68e-05,5301405,117188.691653176,107813.167270586,0,0,0,0,0,-576.599989858598,812019414
0.517289655172414,0.142857142857143,0.1,-9.32387540021716,0.98437796875,0.112452702925551,7.52173213582636,0.693021173402323,3.68e-05,5301405,117189.635993154,107811.79057354,0,0,0,0,0,-763.597603809872,31473410
0.517289655172414,0.142857142857143,0.1,-9.86668605394009,0.98437796875,0.15025735615591,8.19970009237156,0.778400264617061,3.68e-05,5301405,117188.756268752,107812.036752134,0,0,0,0,0,-595.620905306631,662733606
0.517289655172414,0.142857142857143,0.1,-9.45445588238898,0.98437796875,0.134499004608839,7.48220113225883,0.964410420598765,3.68e-05,5301405,117189.313098023,107813.20150099,0,0,0,0,0,-763.990533797485,589608526
0.517289655172414,0.142857142857143,0.1,-10.4022993635879,0.98437796875,0.144049053238109,8.57586698213936,1.01546802931569,3.68e-05,5301405,117190.218922445,107814.523193938,0,0,0,0,0,-604.896335869228,575027436
0.517289655172414,0.142857142857143,0.1,-2.83015423021503,0.48447296875,0.0370599236203198,-0.255365424230288,-2.62115219981827,3.68e-05,5301405,267187.713853396,257813.821510051,0,0,0,0,0,-174.74880760932,115290607
0.517289655172414,0.142857142857143,0.1,-2.82412956461156,0.48447296875,0.0357308132129842,-0.258534863812151,-2.59511426851548,3.68e-05,5301405,267187.41535829,257812.563815447,0,0,0,0,0,-174.813575194255,726083500
0.517289655172414,0.142857142857143,0.1,-2.84015007523117,0.48447296875,0.0377905034126919,-0.248872150893516,-2.6320735928099,3.68e-05,5301405,267186.685609293,257814.107874855,0,0,0,0,0,-174.770252457951,110488461
0.517289655172414,0.142857142857143,0.1,-2.84879391517017,0.48447296875,0.0375033072205396,-0.248154144266274,-2.60925838181765,3.68e-05,5301405,267188.325121525,257813.699847062,0,0,0,0,0,-174.803554805435,847999944
0.517289655172414,0.142857142857143,0.1,-2.84058468714772,0.48447296875,0.0375680252232323,-0.255250736787059,-2.62532199974767,3.68e-05,5301405,267187.513918113,257814.344811458,0,0,0,0,0,-174.746977137139,835127455
0.517289655172414,0.142857142857143,0.1,-4.51706431415193,0.73442546875,0.641247031156165,2.6388032354139,-6.59346691167192,3.68e-05,5301405,192186.6606282,32815.3100405205,0,0,0,0,0,-368.243362593871,144691802
0.517289655172414,0.142857142857143,0.1,-5.49950939168424,0.73442546875,0.758820303767188,2.71884010296414,-6.68911297044578,3.68e-05,5301405,192187.532581232,32814.0871186838,0,0,0,0,0,-395.057259801907,88284659
0.517289655172414,0.142857142857143,0.1,-4.69520233960053,0.73442546875,0.832243482543258,1.75106124643646,-4.97822514601925,3.68e-05,5301405,192187.155313276,32815.2381569293,0,0,0,0,0,-260.387964306065,365476863
0.517289655172414,0.142857142857143,0.1,-4.46852311665279,0.73442546875,0.723476751506959,2.48273844357579,-6.78574555878914,3.68000000000001e-05,5301405,192187.799877513,32814.5229639293,0,0,0,0,0,-367.38311687253,259749379
0.517289655172414,0.142857142857143,0.1,-5.12180957972991,0.73442546875,0.573548278447746,3.23083543030423,-7.21173412401081,3.68e-05,5301405,192188.436115786,32812.0657958309,0,0,0,0,0,-418.240090895347,680765402
0.517289655172414,0.142857142857143,0.1,-15.6874042556979,0.23452046875,0.761711238298107,-0.699445039869212,2.72287575878611,3.68e-05,5301405,42186.4213381994,182813.292946695,0,0,0,0,0,-535.655556244688,589568625
0.517289655172414,0.142857142857143,0.1,-15.8710547879379,0.23452046875,0.746322142714687,-0.658043333401344,2.55699879063669,3.68e-05,5301405,42188.1182543051,182813.528458817,0,0,0,0,0,-546.467536597223,441403347
0.517289655172414,0.142857142857143,0.1,-16.3011232455926,0.23452046875,0.643009900944252,0.330721712195256,2.80107396568529,3.68e-05,5301405,42188.6247393134,182814.656373092,0,0,0,0,0,-691.529076320662,826239978
0.517289655172414,0.142857142857143,0.1,-16.4524536403509,0.23452046875,0.665753350648891,-0.420802689244561,2.64989596184837,3.68e-05,5301405,42186.9659154516,182813.212712309,0,0,0,0,0,-705.626248823305,157455660
0.517289655172414,0.142857142857143,0.1,-16.451589584559,0.23452046875,0.634419370977388,1.51282114850909,2.64450730178309,3.68e-05,5301405,42188.634809258,182810.995482278,0,0,0,0,0,-698.546693497802,139182205
0.517289655172414,0.142857142857143,0.1,5.34149384262647,0.85940171875,0.0809200998943955,2.65395398316724,3.83573905258248,3.68000000000001e-05,5301405,154688.763188617,70313.5487529608,0,0,0,0,0,-344.991543806518,730108719
0.517289655172414,0.142857142857143,0.1,4.70561310906209,0.85940171875,0.17044853118827,2.76958110790793,5.86725071630895,3.68e-05,5301405,154689.420798375,70313.3296762604,0,0,0,0,0,-318.692400440661,368998139
0.517289655172414,0.142857142857143,0.1,3.54571849099851,0.85940171875,0.165404806823002,3.17796920179345,6.06738668854134,3.68e-05,5301405,154688.577273751,70313.8859685912,0,0,0,0,0,-307.252519448169,391111613
0.517289655172414,0.142857142857143,0.1,5.07988314499332,0.85940171875,0.0621429977310051,1.81145555265531,5.44726823823456,3.68e-05,5301405,154687.890171227,70310.4611371925,0,0,0,0,0,-352.602758779794,916859515
0.517289655172414,0.142857142857143,0.1,4.5240616435415,0.85940171875,0.18921435300874,2.78283775753249,5.69832146740826,3.67999999999999e-05,5301405,154687.258794309,70313.6772517276,0,0,0,0,0,-316.222800835225,743081253
0.517289655172414,0.142857142857143,0.1,-6.19170704640213,0.35949671875,0.579690338744955,1.26428856267522,-1.73481446772661,3.68e-05,5301405,4692.10533806726,220315.244846753,0,0,0,0,0,-334.123815354069,743150852
0.517289655172414,0.142857142857143,0.1,-6.43701402112099,0.35949671875,0.668644537497167,1.08554336068662,-1.3648801878579,3.67999999999999e-05,5301405,4688.67582171087,220313.107156603,0,0,0,0,0,-345.610976836576,288758306
0.517289655172414,0.142857142857143,0.1,-6.32666558428936,0.35949671875,0.841562551959785,1.45098714631229,-1.57214163002102,3.68e-05,5301405,4687.8005500502,220312.537688949,0,0,0,0,0,-387.474936515458,378420164
0.517289655172414,0.142857142857143,0.1,-5.78054040051824,0.35949671875,0.569487330469201,1.10120460446952,-1.90867656742974,3.68e-05,5301405,4689.44765231659,220313.322367441,0,0,0,0,0,-286.726205205523,857285342
0.517289655172414,0.142857142857143,0.1,-6.52739772133688,0.35949671875,0.704509532791287,1.57532618037908,-1.74290999532535,3.68e-05,5301405,4689.56748756642,220312.500203857,0,0,0,0,0,-393.443078700788,836628969
0.517289655172414,0.142857142857143,0.1,-16.2070478413649,0.60944921875,0.900895007488742,0.764730047832397,-5.17178794121761,3.68e-05,5301405,79689.9443946537,145314.026987679,0,0,0,0,0,-949.432284865938,831284166
0.517289655172414,0.142857142857143,0.1,-14.2252626890049,0.60944921875,0.924936061816356,0.678972060584592,-2.83709731781623,3.68e-05,5301405,79686.2727956685,145312.765388449,0,0,0,0,0,-946.483272450116,869825127
0.517289655172414,0.142857142857143,0.1,-14.5728315578643,0.60944921875,0.908546588116473,0.0588870574274202,-5.61612110998445,3.68e-05,5301405,79689.1777493817,145312.945449163,0,0,0,0,0,-955.367778700236,179814171
0.517289655172414,0.142857142857143,0.1,-13.9534427506459,0.60944921875,0.893689770290987,1.09235542304058,-2.4554398897816,3.68e-05,5301405,79689.6479343461,145314.121741275,0,0,0,0,0,-945.567996021881,160183909
0.517289655172414,0.142857142857143,0.1,-13.3929027125343,0.60944921875,0.925581433310045,0.254207732069086,-4.66189421641211,3.68e-05,5301405,79687.2919356647,145315.937791097,0,0,0,0,0,-947.819267808408,99691423
0.517289655172414,0.142857142857143,0.1,-0.361961023690919,0.10954421875,0.753119230342605,6.21439071615396,1.42053408515145,3.67999999999999e-05,5301405,229687.935678947,295311.802410361,0,0,0,0,0,-430.09529913757,735047341
0.517289655172414,0.142857142857143,0.1,1.08509765745441,0.10954421875,0.801525462358038,5.32438917636832,1.41305348390734,3.67999999999999e-05,5301405,229689.571372063,295311.378327576,0,0,0,0,0,-314.759658830864,462612889
0.517289655172414,0.142857142857143,0.1,-0.251057957078941,0.10954421875,0.872953293527745,5.69404300025016,1.3899847332255,3.68e-05,5301405,229689.529006291,295311.825465399,0,0,0,0,0,-371.404560216255,777902330
0.517289655172414,0.142857142857143,0.1,-0.147943654659374,0.10954421875,0.829533325082063,5.82511721513046,1.05651875960282,3.68000000000001e-05,5301405,229688.836057808,295311.691874262,0,0,0,0,0,-391.685391851848,437810554
0.517289655172414,0.142857142857143,0.1,0.541932809284198,0.10954421875,0.84572184468146,5.32547084747827,1.66325928985818,3.68e-05,5301405,229687.984194948,295311.225197398,0,0,0,0,0,-327.537137204581,527487019
0.517289655172414,0.142857142857143,0.1,-15.4203035018492,0.29700859375,0.871007510569406,5.2854439442382,2.25546572572703,3.68e-05,5301405,135938.344972793,276562.027239782,0,0,0,0,0,-763.406173970864,769090179
0.517289655172414,0.142857142857143,0.1,-15.5247469883284,0.29700859375,0.866549687420252,3.60163640813783,2.22547149517861,3.68e-05,5301405,135935.771479895,276564.502297398,0,0,0,0,0,-746.23948260096,482737475
0.517289655172414,0.142857142857143,0.1,-15.9416290930774,0.29700859375,0.863351603940013,4.09024157027687,2.37623764108933,3.68e-05,5301405,135936.040844118,276563.038890046,0,0,0,0,0,-749.140268035293,546832251
0.517289655172414,0.142857142857143,0.1,-17.0349388984183,0.29700859375,0.862040090589805,6.22718547827115,1.92085518660933,3.68e-05,5301405,135937.106132608,276562.007326234,0,0,0,0,0,-754.894787838637,726399266
0.517289655172414,0.142857142857143,0.1,-16.2793517425964,0.29700859375,0.801196663707526,4.32617602975354,2.64574115330258,3.68e-05,5301405,135935.568187895,276563.114219346,0,0,0,0,0,-750.573315682458,169400318
0.517289655172414,0.142857142857143,0.1,-2.81659578621039,0.79691359375,0.0312292540776334,-0.322537443836485,-2.56699059379078,3.68e-05,5301405,285936.834174199,126563.537842249,0,0,0,0,0,-171.438032259864,823068281
0.517289655172414,0.142857142857143,0.1,-2.81535457659462,0.79691359375,0.0316513481912474,-0.314953743706924,-2.58180442002837,3.68e-05,5301405,285936.291609597,126563.05545776,0,0,0,0,0,-171.432204046497,1042036164
0.517289655172414,0.142857142857143,0.1,-2.80200767977924,0.79691359375,0.0316677153723465,-0.338684823988216,-2.58478762115762,3.68e-05,5301405,285937.783153219,126565.165723282,0,0,0,0,0,-171.426350140529,572084945
0.517289655172414,0.142857142857143,0.1,-2.797182993621,0.79691359375,0.0308225966421424,-0.335063973902998,-2.56821643372596,3.68e-05,5301405,285936.058988572,126562.735638688,0,0,0,0,0,-171.444180304359,73048551
0.517289655172414,0.142857142857143,0.1,-2.82252215717007,0.79691359375,0.0312623409877022,-0.317404436536144,-2.56801658830925,3.68e-05,5301405,285937.303859073,126562.30397826,0,0,0,0,0,-171.448551681912,49678620
0.517289655172414,0.142857142857143,0.1,4.6404087980036,0.04705609375,0.00727813556205215,6.61952751816098,-4.98450075756215,3.68e-05,5301405,210937.594099258,201563.357208974,0,0,0,0,0,-645.616111182961,589018486
0.517289655172414,0.142857142857143,0.1,4.40897255813445,0.04705609375,0.00822455765291214,6.68800687594702,-4.21817635831967,3.68e-05,5301405,210938.154030518,201563.283537246,0,0,0,0,0,-635.270634474945,147113423
0.517289655172414,0.142857142857143,0.1,4.9648981339458,0.04705609375,0.0070146288490338,6.85422372974825,-5.18807080679063,3.68e-05,5301405,210938.307854571,201561.710089744,0,0,0,0,0,-648.173676950626,130351543
0.517289655172414,0.142857142857143,0.1,5.34804833066932,0.04705609375,0.00813168428908886,6.23684580242072,-5.2034089432037,3.67999999999999e-05,5301405,210940.981619836,201563.351160787,0,0,0,0,0,-637.017423571281,265311408
0.517289655172414,0.142857142857143,0.1,4.61495664715949,0.04705609375,0.00744609739476753,6.27325491710436,-4.76650342512627,3.68e-05,5301405,210937.424373955,201562.437291152,0,0,0,0,0,-661.780135345777,477805834
0.517289655172414,0.142857142857143,0.1,-7.94780761804324,0.54696109375,0.413381558620082,-2.55807369296173,1.44530609791166,3.68e-05,5301405,60938.1090554413,51562.1824424903,0,0,0,0,0,-479.514635212408,690721278
0.517289655172414,0.142857142857143,0.1,-9.24609434112757,0.54696109375,0.355383687973057,-2.47696776485967,1.68735756887335,3.67999999999999e-05,5301405,60937.0891635735,51562.9401979776,0,0,0,0,0,-508.089438209589,522926986
0.517289655172414,0.142857142857143,0.1,-7.87749764350174,0.54696109375,0.237031827812581,-0.193532299916674,1.48204639110008,3.68e-05,5301405,60937.6560207721,51561.9880625876,0,0,0,0,0,-655.887348491581,729763497
0.517289655172414,0.142857142857143,0.1,-8.50401192911898,0.54696109375,0.513775075252179,-1.43721574239437,1.11997425642438,3.68e-05,5301405,60939.9026307214,51563.0472494826,0,0,0,0,0,-452.097138066508,448887680
0.517289655172414,0.142857142857143,0.1,-8.72209867031424,0.54696109375,0.539982525463437,-1.84810107997381,0.750137938240083,3.68e-05,5301405,60938.6539996683,51561.6421774636,0,0,0,0,0,-446.991268966214,112609496
0.517289655172414,0.142857142857143,0.1,0.33653724726991,0.42198484375,0.657552475465055,0.340378830100945,5.33153610801687,3.68e-05,5301405,173440.597251555,164062.807156616,0,0,0,0,0,-502.276204989644,61187299
0.517289655172414,0.142857142857143,0.1,-0.118713607628732,0.42198484375,0.643107412795639,0.392098792540205,5.18723954540375,3.68e-05,5301405,173439.557033346,164063.575699864,0,0,0,0,0,-505.913062833043,175851170
0.517289655172414,0.142857142857143,0.1,0.68384085147991,0.42198484375,0.444856474686287,0.880434615601869,5.17452243298108,3.68e-05,5301405,173438.331954621,164064.352568187,0,0,0,0,0,-497.559488494199,884212590
0.517289655172414,0.142857142857143,0.1,2.06512478770334,0.42198484375,0.610201276652993,0.407214613243328,3.93238171575566,3.68e-05,5301405,173440.180239117,164064.15959554,0,0,0,0,0,-468.383296091707,217146748
0.517289655172414,0.142857142857143,0.1,1.31421078941998,0.42198484375,0.774597149717053,0.402659248447428,5.38755146191275,3.68e-05,5301405,173437.039502639,164062.433143075,0,0,0,0,0,-478.99714264851,111581232
0.517289655172414,0.142857142857143,0.1,-12.532248549515,0.92188984375,0.782927983751101,3.59910768077974,0.79096671815017,3.68e-05,5301405,23439.8580378577,14062.8709452462,0,0,0,0,0,-757.465069480987,998083916
0.517289655172414,0.142857142857143,0.1,-11.4182252569145,0.92188984375,0.580664204119631,5.03400875578604,1.46111928676361,3.68e-05,5301405,23437.9983637257,14063.9693960836,0,0,0,0,0,-531.21878568895,239774367
0.517289655172414,0.142857142857143,0.1,-11.9738817581402,0.92188984375,0.777392846590363,4.33992481917076,0.027358391408054,3.68e-05,5301405,23438.2274116115,14063.4142238568,0,0,0,0,0,-770.651603434178,6861738
0.517289655172414,0.142857142857143,0.1,-11.5500419827124,0.92188984375,0.772801968627695,5.20130650477043,0.487923570544643,3.68e-05,5301405,23437.7769958875,14065.5076701318,0,0,0,0,0,-736.951348490071,428943310
0.517289655172414,0.142857142857143,0.1,-12.2062005789567,0.92188984375,0.756504568999225,5.31415916300419,0.470460782052541,3.68e-05,5301405,23437.1890532799,14061.4260024241,0,0,0,0,0,-570.370391780571,456147968
0.517289655172414,0.142857142857143,0.1,-2.94058943161938,0.17203234375,0.0622836129268489,-0.212429754394785,-2.96203397823747,3.68e-05,5301405,98438.2751104233,239061.864068904,0,0,0,0,0,-172.940723622384,911704043
0.517289655172414,0.142857142857143,0.1,-3.54818637775052,0.17203234375,0.608399278702556,0.088198508186978,-3.25809092378049,3.67999999999999e-05,5301405,98439.9373318561,239060.795521628,0,0,0,0,0,-195.162673231001,419228717
0.517289655172414,0.142857142857143,0.1,-3.3067338879589,0.17203234375,0.346127246900604,-0.0807512840225324,-3.18134428280377,3.68000000000001e-05,5301405,98439.6102666621,239061.663826203,0,0,0,0,0,-189.593203167582,257423340
0.517289655172414,0.142857142857143,0.1,-3.34133542528356,0.17203234375,0.371287239424977,-0.101563556268167,-3.12285473143343,3.68e-05,5301405,98438.0300609528,239063.225252988,0,0,0,0,0,-190.375239465052,860517815
0.517289655172414,0.142857142857143,0.1,-3.49138075856694,0.17203234375,0.379858443932553,-0.0366146335442607,-3.08870207644099,3.67999999999999e-05,5301405,98437.7672972607,239062.087220312,0,0,0,0,0,-191.088000313126,308883376
0.517289655172414,0.142857142857143,0.1,8.56063902281183,0.67193734375,0.0421539709189213,3.0638187601109,3.71206233613909,3.68e-05,5301405,248437.754488051,89063.2930011816,0,0,0,0,0,-357.41880231502,344521096
0.517289655172414,0.142857142857143,0.1,9.57859845070008,0.67193734375,0.0292827724693745,5.01685734433856,1.93881191596768,3.68e-05,5301405,248436.393975368,89062.9995627975,0,0,0,0,0,-367.722832236615,549352213
0.517289655172414,0.142857142857143,0.1,9.42620912590813,0.67193734375,0.0418903403095599,2.95508998566395,3.67290684820524,3.68e-05,5301405,248438.130961266,89066.1497611077,0,0,0,0,0,-356.345978241332,1046530551
0.517289655172414,0.142857142857143,0.1,9.73549094004967,0.67193734375,0.0292618044514143,5.08779008350906,1.89703931190406,3.68000000000001e-05,5301405,248436.568386338,89062.8129441867,0,0,0,0,0,-367.608587363913,65404768
0.517289655172414,0.142857142857143,0.1,8.70309125873809,0.67193734375,0.0420034455215862,2.99907061187674,3.71814637241961,3.68e-05,5301405,248439.290544067,89063.29503331,0,0,0,0,0,-357.280127863697,778698973
0.517289655172414,0.142857142857143,0.1,-7.03040009742191,0.804724609375,0.377382236771811,3.29849976841272,-1.33489165473283,3.68e-05,5301405,110156.307229367,203905.980582379,0,0,0,0,0,-694.212627311155,906924912
