"rho","gamma","b_3","sigma_P","sigma_M","b_1","b_2","mu_H","N_0","I_0","R_0","C_0","r","g","epsilon","LL","seed"
0.15,0.0588235294117647,-4.50713511896396,0.20327640625,0.810077449975109,-1.09984184350868,-3.45561518301866,3.68e-05,5301405,478125.683825922,0,0,0,0,0,-176.700945685153,303985857
0.15,0.0588235294117647,-4.53506078088906,0.20327640625,0.807436211353715,-1.08531479891645,-3.45231683783994,3.68e-05,5301405,478125.651734655,0,0,0,0,0,-176.690055914291,887279424
0.15,0.0588235294117647,-4.50803800804346,0.20327640625,0.812841437073551,-1.09032340378969,-3.46537600148122,3.68e-05,5301405,478124.699350275,0,0,0,0,0,-176.682367308596,422546761
0.15,0.0588235294117647,-4.51542909529552,0.20327640625,0.807071574592872,-1.09393576983221,-3.45838857046451,3.68e-05,5301405,478123.558342429,0,0,0,0,0,-176.687155679334,913226714
0.15,0.0588235294117647,-4.53172118919246,0.20327640625,0.809462052269715,-1.086400051376,-3.44980498454511,3.68e-05,5301405,478124.201984479,0,0,0,0,0,-176.692350174134,115620362
0.15,0.0588235294117647,-4.57787759133241,0.45322890625,1.01525811960126,-1.15210122230466,-2.82876823931639,3.67999999999999e-05,5301405,28127.6555845004,0,0,0,0,0,-184.470786669063,450522798
0.15,0.0588235294117647,-4.56013729992291,0.45322890625,1.02360580164417,-1.15697303588945,-2.84299497448526,3.68e-05,5301405,28127.5523865506,0,0,0,0,0,-184.473830774712,991422585
0.15,0.0588235294117647,-4.57327271868582,0.45322890625,1.01732682387335,-1.15580396756826,-2.82571194831519,3.68e-05,5301405,28126.844250208,0,0,0,0,0,-184.457934513258,182619667
0.15,0.0588235294117647,-4.536277220894,0.45322890625,1.020223474642,-1.15023235667076,-2.86248622526348,3.68e-05,5301405,28126.0446570648,0,0,0,0,0,-184.434778220536,435964129
0.15,0.0588235294117647,-4.58891535839097,0.45322890625,1.01314739310019,-1.16904882456669,-2.80287883836474,3.68e-05,5301405,28125.0518141993,0,0,0,0,0,-184.457113099244,291540704
0.15,0.0588235294117647,1.046807757842,0.95313390625,1.67851696512303,3.23380316633157,6.72293648024057,3.67999999999999e-05,5301405,328126.377261933,0,0,0,0,0,-201.324807810128,503697577
0.15,0.0588235294117647,1.04122007333734,0.95313390625,1.67512775659291,3.24228790689401,6.70915479526559,3.67999999999999e-05,5301405,328125.079558363,0,0,0,0,0,-201.32615541902,321326764
0.15,0.0588235294117647,1.06134472538655,0.95313390625,1.67478174958954,3.2253407886503,6.7433796650508,3.68000000000001e-05,5301405,328127.539042798,0,0,0,0,0,-201.326671290396,722801556
0.15,0.0588235294117647,1.04616121500209,0.95313390625,1.67893913117238,3.23609428504103,6.70799639902013,3.68e-05,5301405,328125.41239249,0,0,0,0,0,-201.319763277624,240349295
0.15,0.0588235294117647,1.04911749926486,0.95313390625,1.67883143651122,3.245681405239,6.6906642340447,3.68e-05,5301405,328125.860309966,0,0,0,0,0,-201.330280319909,107534165
0.15,0.0588235294117647,-5.02668689053724,0.445417890625,5.26112423034799,4.38766738701631,6.24462490151822,3.68e-05,5301405,145313.372449644,0,0,0,0,0,-259.228284480501,884709210
0.15,0.0588235294117647,-5.452668699336,0.445417890625,4.34918819943146,4.70483806059221,7.27039386653654,3.68e-05,5301405,145312.256953594,0,0,0,0,0,-254.2010715449,74741048
0.15,0.0588235294117647,-6.09979899738901,0.445417890625,6.1527053842469,4.19208332008422,6.56871733336685,3.68000000000001e-05,5301405,145312.784138359,0,0,0,0,0,-270.500326350735,525712756
0.15,0.0588235294117647,-4.5040860267434,0.445417890625,3.77309879083757,4.95918342057886,7.16827261994846,3.68e-05,5301405,145312.505781424,0,0,0,0,0,-241.646889714398,163750366
0.15,0.0588235294117647,-4.58652945630322,0.445417890625,3.4826873834759,5.4829698797306,7.27257536414946,3.68000000000001e-05,5301405,145313.958363551,0,0,0,0,0,-238.219652119591,825528331
0.15,0.0588235294117647,1.63360934504921,0.945322890625,1.67282566521877,3.31066835318762,2.98903221526562,3.68e-05,5301405,445312.411953931,0,0,0,0,0,-201.973948702078,778216595
0.15,0.0588235294117647,5.25399560836301,0.945322890625,1.9461576031548,5.75572504125555,4.57533625006125,3.68e-05,5301405,445313.76795554,0,0,0,0,0,-207.263462362782,145824072
0.15,0.0588235294117647,4.07261751713625,0.945322890625,1.78726809780699,2.90174740342039,4.38899725167511,3.68e-05,5301405,445313.932900578,0,0,0,0,0,-203.625448304222,533569152
0.15,0.0588235294117647,4.58786953192971,0.945322890625,1.95193890605334,5.71478514408343,4.55682035441495,3.68e-05,5301405,445312.360590971,0,0,0,0,0,-207.345708819535,128336278
0.15,0.0588235294117647,4.90484551588493,0.945322890625,1.95323263675968,5.73000105525679,4.45036386069262,3.68e-05,5301405,445315.463051875,0,0,0,0,0,-207.394558696076,959033528
0.15,0.0588235294117647,-12.9178180416702,0.695370390625,12.9208535414946,4.04720660215146,1.50301896051716,3.68e-05,5301405,295313.866315796,0,0,0,0,0,-314.473618858889,93540912
0.15,0.0588235294117647,-13.1412237959264,0.695370390625,15.9063498838216,3.6702872470331,1.14978064215184,3.68e-05,5301405,295311.109047548,0,0,0,0,0,-314.478534462786,321378049
0.15,0.0588235294117647,-13.1970677011589,0.695370390625,15.8759688147408,3.90763777730003,1.55437001244518,3.68e-05,5301405,295312.704996641,0,0,0,0,0,-314.704105906551,368240714
0.15,0.0588235294117647,-13.0102283117871,0.695370390625,15.37748596865,3.67812022998428,1.583438573259,3.68e-05,5301405,295312.437449203,0,0,0,0,0,-312.288453266633,866664709
0.15,0.0588235294117647,-13.0954720490634,0.695370390625,15.5190038449757,4.14399094144444,1.41875798236347,3.67999999999999e-05,5301405,295314.436972587,0,0,0,0,0,-316.936148047977,728683018
0.15,0.0588235294117647,-4.56217669085864,0.195465390625,0.839739151091365,-0.994836994111187,-3.41186971520413,3.68e-05,5301405,595311.00999173,0,0,0,0,0,-177.665148005408,755750996
0.15,0.0588235294117647,-4.55899137696616,0.195465390625,0.841778414290263,-1.00567993002882,-3.3989569719544,3.68e-05,5301405,595313.165494637,0,0,0,0,0,-177.658463656537,1006869959
0.15,0.0588235294117647,-4.56489828806921,0.195465390625,0.839214616919284,-0.985402342281096,-3.42444433086864,3.67999999999999e-05,5301405,595310.096035264,0,0,0,0,0,-177.65669232936,115490320
0.15,0.0588235294117647,-4.54828389098593,0.195465390625,0.834790211884413,-1.00137035569538,-3.41653416079943,3.68e-05,5301405,595313.768256833,0,0,0,0,0,-177.670570002729,643384728
0.15,0.0588235294117647,-4.57118254219961,0.195465390625,0.841502882319583,-0.9931038568453,-3.40467058950825,3.68e-05,5301405,595311.218191314,0,0,0,0,0,-177.665288272183,278768820
0.15,0.0588235294117647,-14.13092584761,0.820346640625,15.9498932974913,5.59886075656852,1.43013914441257,3.68000000000001e-05,5301405,70313.0822868854,0,0,0,0,0,-322.171574463874,116448752
0.15,0.0588235294117647,-13.4180780587112,0.820346640625,16.6235243393636,4.4308818047142,0.864244329640104,3.68e-05,5301405,70312.6010613582,0,0,0,0,0,-319.697299535528,680030864
0.15,0.0588235294117647,-14.1409574007197,0.820346640625,15.3747428191185,3.53463503154007,1.16656662075748,3.68e-05,5301405,70312.8454659993,0,0,0,0,0,-317.595541697581,1033917111
0.15,0.0588235294117647,-13.0605026695833,0.820346640625,15.7986814092905,3.78738721617307,0.690830059569187,3.68e-05,5301405,70313.3138255959,0,0,0,0,0,-318.061656798491,737955794
0.15,0.0588235294117647,-13.1395800774291,0.820346640625,15.1398680056286,2.64731270648214,0.837259613173141,3.68e-05,5301405,70312.9583689502,0,0,0,0,0,-314.374550193797,760813508
0.15,0.0588235294117647,1.35593290885124,0.320441640625,1.71038063720199,3.36881789628179,2.59349285890778,3.68e-05,5301405,370313.18110965,0,0,0,0,0,-202.17833955622,183176315
0.15,0.0588235294117647,0.137690750225178,0.320441640625,2.09664540477034,3.65137821355904,1.98474871196943,3.68e-05,5301405,370313.780199953,0,0,0,0,0,-210.494283275595,311949005
0.15,0.0588235294117647,0.80551945485112,0.320441640625,1.79110774362452,3.53304725598084,2.13569516143933,3.67999999999999e-05,5301405,370313.508586678,0,0,0,0,0,-204.637554749575,798156170
0.15,0.0588235294117647,1.18788831834983,0.320441640625,1.71681887133895,3.43521275106959,2.38656426842353,3.68e-05,5301405,370311.879408975,0,0,0,0,0,-202.691058851394,1064856168
0.15,0.0588235294117647,-0.221829375630332,0.320441640625,2.25319277017977,3.70264170109089,1.89909952524901,3.68000000000001e-05,5301405,370312.753405271,0,0,0,0,0,-214.73222598362,95422603
0.15,0.0588235294117647,-4.34166591865135,0.070489140625,0.737752958593788,-1.31713073807029,-3.53648815011495,3.68e-05,5301405,220313.069114328,0,0,0,0,0,-174.914220110031,8308042
0.15,0.0588235294117647,-4.36307871543915,0.070489140625,0.732881049950867,-1.27467550084058,-3.56254454995485,3.68e-05,5301405,220313.602780048,0,0,0,0,0,-174.746413086622,1005784662
0.15,0.0588235294117647,-4.65586912543202,0.070489140625,0.825090979259918,-1.08181782459122,-3.60264553205626,3.68e-05,5301405,220312.850730254,0,0,0,0,0,-176.737118931908,341416173
0.15,0.0588235294117647,-4.37036826617491,0.070489140625,0.747034570139732,-1.29052490156293,-3.55259177255577,3.68e-05,5301405,220312.384290417,0,0,0,0,0,-174.980397949351,968056992
0.15,0.0588235294117647,-4.34281917061581,0.070489140625,0.73373327325867,-1.3159509789469,-3.54180799754306,3.68e-05,5301405,220313.891796401,0,0,0,0,0,-174.983214246095,267698554
0.15,0.0588235294117647,1.05314550507067,0.570394140625,1.68792594949128,3.20451134113652,6.62009234347624,3.68e-05,5301405,520313.011126046,0,0,0,0,0,-201.283275743699,380990673
0.15,0.0588235294117647,1.07100455706126,0.570394140625,1.68707286423462,3.19774168302783,6.64126520657416,3.68e-05,5301405,520312.5737437,0,0,0,0,0,-201.286423414527,175060860
0.15,0.0588235294117647,1.05518684029083,0.570394140625,1.68154302612015,3.20370212189134,6.62066911683757,3.68e-05,5301405,520313.226523002,0,0,0,0,0,-201.284800599006,754935834
0.15,0.0588235294117647,1.04539350659231,0.570394140625,1.68616561073072,3.21785391881775,6.58580449348855,3.68e-05,5301405,520313.028995232,0,0,0,0,0,-201.289846039762,934570046
0.15,0.0588235294117647,1.04473263114286,0.570394140625,1.6854191196356,3.20558975618304,6.62830060254129,3.68e-05,5301405,520312.695959399,0,0,0,0,0,-201.285136190638,995390675
0.144862068965517,0.0588235294117647,-10.0161791408904,0.60944921875,7.23654154438798,2.81969251633885,0.690352286008863,3.68e-05,5301405,346874.909971229,0,0,0,0,0,-285.633524103216,5497951
0.144862068965517,0.0588235294117647,-10.4660872483066,0.60944921875,8.34039383391626,3.05600914660917,0.885676282705934,3.68e-05,5301405,346875.76518742,0,0,0,0,0,-289.656393186428,195523749
0.144862068965517,0.0588235294117647,-10.5894715567815,0.60944921875,8.18308723339352,2.68857817163576,0.848352423000004,3.68e-05,5301405,346875.224490534,0,0,0,0,0,-289.054067471549,122760056
0.144862068965517,0.0588235294117647,-10.5375580153378,0.60944921875,8.0104858169042,2.68204776536069,0.747615815520172,3.68e-05,5301405,346876.404315191,0,0,0,0,0,-287.301129120095,523220456
0.144862068965517,0.0588235294117647,-10.1181371988637,0.60944921875,7.54657167380883,3.24878614597234,0.698053278154944,3.68e-05,5301405,346875.771371757,0,0,0,0,0,-289.014705494064,480004791
0.144862068965517,0.0588235294117647,-3.90780102861357,0.10954421875,0.865977635106598,-1.60445504468269,-3.59076167572862,3.68e-05,5301405,46875.036349299,0,0,0,0,0,-181.837464999669,772805333
0.144862068965517,0.0588235294117647,-3.91686317864692,0.10954421875,0.856457997722966,-1.62407702384668,-3.55483454037592,3.68000000000001e-05,5301405,46875.0446539981,0,0,0,0,0,-181.782766355947,308248150
0.144862068965517,0.0588235294117647,-3.96310099287863,0.10954421875,0.845804174759132,-1.64573714098512,-3.48526978796594,3.68e-05,5301405,46874.2019357472,0,0,0,0,0,-181.905508266877,820065341
0.144862068965517,0.0588235294117647,-2.06231226867179,0.10954421875,4.39028978632073,-1.4919590641796,-6.61993202370787,3.68000000000001e-05,5301405,46876.1606687354,0,0,0,0,0,-241.434854404073,694335636
0.144862068965517,0.0588235294117647,-3.94477495940245,0.10954421875,0.871240037959176,-1.62600571280595,-3.54402981498278,3.68e-05,5301405,46875.5704993588,0,0,0,0,0,-182.299750864001,701594837
0.144862068965517,0.0588235294117647,-12.8647150398776,0.35949671875,11.3037222666541,-0.206317797199135,1.20214872939186,3.68000000000001e-05,5301405,496873.982379314,0,0,0,0,0,-300.934870818361,95741466
0.144862068965517,0.0588235294117647,-12.5592555623983,0.35949671875,10.0427383182925,0.182775436107958,1.36484410099584,3.68e-05,5301405,496876.292920672,0,0,0,0,0,-297.115344584568,374001336
0.144862068965517,0.0588235294117647,-12.7752491043017,0.35949671875,11.9983436768815,0.334148541677197,1.4548710481052,3.68e-05,5301405,496876.55326176,0,0,0,0,0,-300.341972180087,210076933
0.144862068965517,0.0588235294117647,-13.4812056993121,0.35949671875,13.3149769874023,0.0715442268751042,1.55818444571477,3.68e-05,5301405,496876.798092088,0,0,0,0,0,-305.997723021189,949314035
0.144862068965517,0.0588235294117647,-12.7852687780075,0.35949671875,12.7074486535351,0.279847672373372,1.34885720209361,3.68e-05,5301405,496877.969667058,0,0,0,0,0,-301.234430453783,641159489
0.144862068965517,0.0588235294117647,-4.99661359535509,0.85940171875,3.3337440732983,3.22388090273859,-0.647715575211079,3.68e-05,5301405,196876.127302011,0,0,0,0,0,-250.416817692906,740516628
0.144862068965517,0.0588235294117647,-6.57210742700675,0.85940171875,5.94035452072055,4.52498478973975,0.00146611054841657,3.68e-05,5301405,196874.406431096,0,0,0,0,0,-279.911266435793,294452209
0.144862068965517,0.0588235294117647,-3.15982962271324,0.85940171875,4.98559750413749,7.90288788809249,2.76400816594391,3.68e-05,5301405,196876.910358306,0,0,0,0,0,-258.857250944978,929055320
0.144862068965517,0.0588235294117647,-4.976272838984,0.85940171875,3.77092491509143,3.37822638304347,-0.439857449474835,3.68e-05,5301405,196874.73895278,0,0,0,0,0,-255.191988514414,95339125
0.144862068965517,0.0588235294117647,-4.92489589068108,0.85940171875,5.85848053057967,4.48320462675447,-0.186483553881218,3.68e-05,5301405,196874.696340892,0,0,0,0,0,-275.423780155745,1005049684
0.144862068965517,0.0588235294117647,-4.71057801941582,0.23452046875,0.795369781791831,-0.994355991270268,-3.48288101773775,3.68e-05,5301405,421875.956472175,0,0,0,0,0,-176.406012429078,712012725
0.144862068965517,0.0588235294117647,-5.51960289590331,0.23452046875,1.03007115253067,-0.640423493375212,-3.07559461909538,3.68e-05,5301405,421875.030708224,0,0,0,0,0,-182.431987605628,505915
0.144862068965517,0.0588235294117647,-4.8661751270345,0.23452046875,0.843300054488745,-0.869699527023794,-3.50499716644352,3.68e-05,5301405,421875.808380734,0,0,0,0,0,-177.228357571903,547962111
0.144862068965517,0.0588235294117647,-4.87928493494511,0.23452046875,0.824253219208633,-0.901305972834303,-3.45528358503582,3.68e-05,5301405,421876.574775136,0,0,0,0,0,-177.271099804917,301175876
0.144862068965517,0.0588235294117647,-5.22241536021774,0.23452046875,0.951494111377832,-0.731728843075408,-3.2190187223389,3.67999999999999e-05,5301405,421875.580042458,0,0,0,0,0,-179.976671031246,784988992
0.144862068965517,0.0588235294117647,1.5547129822734,0.73442546875,1.69286705463103,3.28312679435525,3.11435225094139,3.68e-05,5301405,121873.881750128,0,0,0,0,0,-202.307015277773,60974310
0.144862068965517,0.0588235294117647,0.946564361764227,0.73442546875,1.69874904058016,3.30816309199584,6.50065160591216,3.68e-05,5301405,121876.745213347,0,0,0,0,0,-201.701634948795,109145580
0.144862068965517,0.0588235294117647,1.04185962662376,0.73442546875,1.69719736998064,3.25654378928684,6.48142480265941,3.67999999999999e-05,5301405,121875.25472706,0,0,0,0,0,-201.683717662981,371360570
0.144862068965517,0.0588235294117647,1.55729565956254,0.73442546875,1.68830005699016,3.27897530067074,3.11443102010996,3.68e-05,5301405,121875.33822146,0,0,0,0,0,-202.312362657942,377349981
0.144862068965517,0.0588235294117647,1.03024097703912,0.73442546875,1.69667616734829,3.26517746394206,6.48711177421503,3.68e-05,5301405,121876.662436643,0,0,0,0,0,-201.682083363753,232460422
0.144862068965517,0.0588235294117647,-4.57615121448338,0.98437796875,0.704646103812501,-1.07146337770476,-3.36014588474303,3.68e-05,5301405,571875.773115382,0,0,0,0,0,-176.713003432091,121610957
0.144862068965517,0.0588235294117647,-4.57362360538104,0.98437796875,0.70504576668,-1.06340746267064,-3.36929469276088,3.68e-05,5301405,571875.09944402,0,0,0,0,0,-176.723152100689,191125305
0.144862068965517,0.0588235294117647,-4.55832316885815,0.98437796875,0.713780091112924,-1.08154839517026,-3.34504805239287,3.68e-05,5301405,571875.266588517,0,0,0,0,0,-176.751303437834,173908040
0.144862068965517,0.0588235294117647,-4.59562691910473,0.98437796875,0.698898946611476,-1.07367874952814,-3.34776138439268,3.68e-05,5301405,571874.242663197,0,0,0,0,0,-176.714114041731,486600920
0.144862068965517,0.0588235294117647,-4.58529877027385,0.98437796875,0.698634459473762,-1.06693751035097,-3.35029670269447,3.68e-05,5301405,571875.140836367,0,0,0,0,0,-176.7294314904,425406205
0.144862068965517,0.0588235294117647,3.11402040792922,0.48447296875,55.9372420423411,-1.54265478489102,-0.863685799289318,3.68e-05,5301405,271873.926887455,0,0,0,0,0,-396.86317390529,659674000
0.144862068965517,0.0588235294117647,5.64506760604711,0.48447296875,1.96970257077466,3.07105564600377,3.53817267868227,3.68000000000001e-05,5301405,271877.82343141,0,0,0,0,0,-207.625174667611,136477768
0.144862068965517,0.0588235294117647,4.09626779386171,0.48447296875,46.3242796585343,-1.21883436486404,-0.23622249845948,3.68e-05,5301405,271874.973479084,0,0,0,0,0,-386.029919349948,527277897
0.144862068965517,0.0588235294117647,3.7114819705437,0.48447296875,39.1813069543464,-1.24972390925666,0.55315981047084,3.68e-05,5301405,271874.906182014,0,0,0,0,0,-379.397843807051,1060947363
0.144862068965517,0.0588235294117647,6.03409527733258,0.48447296875,3.23051503781612,0.436443496931376,1.15190455735506,3.68e-05,5301405,271874.270029043,0,0,0,0,0,-354.080310965952,803053984
0.144862068965517,0.0588235294117647,-12.4003511211855,0.79691359375,6.74618281309744,-0.275812194592628,-0.626189134025166,3.68e-05,5301405,384375.898416795,0,0,0,0,0,-282.294593279144,1006854959
0.144862068965517,0.0588235294117647,-11.4374847102937,0.79691359375,6.39508652161996,-0.651313232727083,-0.000868533245449282,3.68e-05,5301405,384375.49835728,0,0,0,0,0,-274.330129730647,924993239
0.144862068965517,0.0588235294117647,-12.4522989866896,0.79691359375,9.67458520766205,-0.835964382698,0.957091817945747,3.67999999999999e-05,5301405,384375.172868571,0,0,0,0,0,-291.47420015092,648581106
0.144862068965517,0.0588235294117647,-12.9122406466115,0.79691359375,8.87148383409274,-0.507986249015728,-0.229340541519547,3.68000000000001e-05,5301405,384375.813342882,0,0,0,0,0,-290.108840848657,92932006
